1000000000000000000000000000000000000000000000000000000000,30344,30328,0
100000000000000000000000000000000000000000000000000000000000000000,30368,30352,0
1000000000,30176,30160,0
10000000000000000000000000,30236,30220,0
10000000000000000000000000000000000000000000000000,30320,30304,0
100000000000000000000000000000000000000000,30296,30280,0
10000000000000000000000000000000000000000000000000000000000000000000000000,30404,30388,0
10,30152,30136,0
100000000000000000,30212,30196,0
1000000000000000000000000000000000,30260,30244,0
